class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,12,0,34,26,0,0,0,0,0,0,10,1564,3220,132,0,0,1868,0,0,0,0,0,9478,7008,7654,540,0,0,0,0,2,2,0,0,0,0,0,0,0,2028,2898,0,76,26,70,652,282,1316,2504,0,0,0,3670,372,96,40,50,44,340,76,124,114,17130,0,0,0,0,1868,136,5496,2120,na,na,na,na,na,na,na,na,7540,12.77,17130,17130,17306,22,0,1562,17000,4974,1209600,258,2,4,0,1845.12,0,2246.4,0,20,0,0,0,1464,1864,990,608,0,0,0,0,8,17130,0,892,18,18,254,38,578,2718,406,4,0,38,2,2240,0,0,0,0,0,2242,76,32,0,0,0,0,0,0,0,0,150,0,0,444,70,54,22,1200,122,5098,40,0,0,0,0.98,48,3262,1294,164,58,80,46,22,0,0,0,0,0
neg,208908,na,2738,34242,0,0,0,0,0,0,388952,5542872,26975296,16714714,3809042,204418,26096922,0,0,0,272,622,47773542,41876258,7451348,5570632,0,0,53470,0,25190,3626,0,0,0,0,0,0,51702928,1386106,546260,0,74306,65568,85432,8659254,41340008,3401972,8750,2,2,0,36252528,6591210,3710754,2955872,2111284,1213136,670880,128798,832,0,55226988,78,100,230,372,26096922,929720,3260516,4184524,179600,189620,185440,172440,179760,174360,179100,184660,121140,208907.24,55226988,55226988,55113754,193602,158350,62748,748980,53635666,1209600,278810,11672,6984,0,37557643.2,1516734.72,14520707.52,0,0,0,0,1374,175170,1872382,11448522,26617244,11350060,1820584,349958,12760,2666,55226988,na,24990,7124,15181032,3224010,9781904,24705374,699912,10948,0,0,31570,187480,98742,90930,39238,6773162,0,0,35193546,23068,100,0,0,2650,194926,0,0,0,0,453996,312,80,0,0,180314,23956,20459420,2410346,133308,337578,0,0,0,11094.24,11428,16871126,34777896,1981150,3516,1538,48,20,0,0,0,0,0
neg,1592,na,0,na,0,0,0,0,0,0,308,52258,82342,0,0,0,64010,0,0,0,0,0,134248,123180,15866,5792,0,0,0,0,0,0,0,0,0,0,0,0,108390,25246,1272,0,1556,48,64,108,1338,131788,6,0,0,0,61036,52856,13452,4768,2188,598,10,0,0,0,150206,0,168,52,42,64010,1488,5468,10352,na,na,na,na,na,na,na,na,15240,1591.75,150206,150206,150748,504,916,14650,149360,134908,1209600,0,na,na,na,110631.36,1076.16,21681.6,0,38,0,0,0,8432,87178,37744,1082,322,150,0,na,34,150206,na,1746,56,3002,8378,6094,13788,96428,4960,456,0,na,na,na,na,na,na,na,na,na,164,16,0,0,0,1084,0,0,0,0,884,180,44,0,0,2100,372,89200,9606,0,0,0,0,591760,282.28,188,25922,20448,37100,43984,3540,3574,302,38,0,0,0,0
neg,6,na,4,4,0,0,0,0,0,0,134,1198,1230,0,0,0,590,0,0,0,0,0,2798,1420,22764,214,0,0,0,0,2,12,0,0,0,0,0,0,0,0,2562,0,48,16,22,32,826,1618,0,0,0,0,1728,122,88,168,48,34,248,126,0,0,25570,0,8,4,0,590,94,22092,664,na,na,na,na,na,na,na,na,22640,6.75,25570,25570,27028,16,0,2510,25460,2562,1209600,118,2,0,0,842.88,85.44,810.24,0,16,0,0,0,830,1184,548,0,0,0,0,2,8,25570,na,828,8,14,8,14,432,968,248,42,0,0,36,1114,160,0,0,0,0,1122,12,104,0,0,10,86,20,556,0,0,116,0,0,0,0,40,10,1620,166,0,6,0,0,0,38.88,32,1820,540,46,6,14,20,48,68,0,0,0,0
neg,42,na,44,36,0,0,0,0,0,0,5374,5732,4892,0,0,0,6402,0,0,0,0,0,15390,11506,6658,1676,0,0,0,0,28,16,0,0,0,0,0,0,15998,0,0,0,96,12,18,30,662,15146,34,0,0,0,14188,1512,196,64,14,10,12,2,0,0,22070,4,16,2,0,6402,398,2372,4260,na,na,na,na,na,na,na,na,6460,42.92,22070,22070,23846,26,60,2030,21800,15998,1209600,1116,0,4,0,8358.72,0,7567.68,0,0,0,0,658,7878,6166,1180,102,14,0,0,6,10,22070,na,164,18,28,364,1178,3596,8310,2240,100,0,64,68,9128,44,298,4,0,16,9226,82,26,0,0,0,0,0,0,0,0,234,0,0,0,0,442,108,360,128,0,0,0,0,0,71.94,60,8584,6728,588,76,22,0,0,0,0,0,0,0
neg,16,0,44,22,0,0,0,0,0,0,998,2846,2048,0,0,0,2608,0,200,0,0,0,13154,10948,19298,750,0,0,0,0,14,10,0,0,0,0,0,0,0,0,5892,0,60,34,28,746,156,4826,42,0,0,0,4508,316,138,98,106,58,56,382,94,136,32454,0,4,0,0,2608,150,17676,1614,na,na,na,na,na,na,na,na,19160,15.73,32454,32454,33370,24,0,3180,32320,5924,1209600,350,2,8,0,2251.2,24,2784,2,16,0,0,210,3222,1594,264,602,0,0,0,8,12,32454,0,886,14,4,10,204,824,3268,654,28,0,42,10,2690,158,0,4,0,0,2696,42,98,0,0,0,28,0,0,0,0,122,0,0,2182,474,74,18,4020,398,30102,8,0,0,0,0.68,32,3882,1496,148,68,144,80,74,0,0,0,0,0
neg,87044,na,2130706434,454,0,0,0,0,0,0,7138,929468,3744904,1142284,47286,2454,2648802,0,0,0,0,0,5121770,4353638,1095126,676576,0,0,0,0,666,176,0,0,0,0,0,456598,3532272,1136226,748438,0,3794,1132,2206,8588,265838,5591350,626,0,0,0,1852796,1448514,441058,313094,244012,218580,307172,810348,153664,84296,6217546,416,586,1378,48,2648802,81650,607306,485354,168840,188920,178420,200100,325600,na,na,na,24220,87043.44,6217546,6217546,6180872,44537,5936,10352,159680,5873534,1209600,206134,2,86,0,5168578.56,0,699959.04,0,760,0,0,0,65736,1403340,3332278,1017242,46410,7864,664,156,178,6217546,na,7812,920,48628,367800,293314,3844644,1283846,26244,326,0,712,560,4992306,176658,0,117886,0,18,5217510,3354,210,0,0,0,0,0,0,0,0,54484,70070,33672,0,0,121434,27234,15328840,1558526,0,0,0,0,8078500,1628.52,1914,738870,1264164,969338,406218,707224,621220,477778,284958,370472,33292,0,0
neg,116032,na,776,580,0,0,0,0,0,5310,117162,2185090,4545490,1329876,93820,1960,4261016,0,0,0,4540,6586,7701826,6856758,1862950,634584,0,0,0,0,1716,454,36508,19760,22114,32552,31542,382448,3102422,2588924,2062438,0,29160,28634,48534,82632,683080,7403392,3256,16,2,2,2772088,2246406,1101366,687230,453970,355794,512908,148870,76,0,9571462,630,770,5314,8,4261016,113296,1240760,612236,356840,189000,278420,187820,168340,237120,227520,na,197020,116031.71,9571462,9571462,9502778,45846,91338,98080,1080960,8278708,1209600,211974,0,334,0,6584216.64,0,1686029.76,792,3862,0,56,34924,884838,3646614,3025066,639698,40020,7324,168,556,592,9571462,na,14908,1734,194072,533912,326634,4316578,2810622,79614,634,0,1098,1076,6345268,1061128,0,111120,0,0,6676752,6160,850,0,0,0,0,0,0,0,0,60288,77048,15290,0,0,188848,33186,283520,204500,0,0,0,0,40777400,5102.96,4520,1760268,1185640,987300,539550,1184306,1037110,975472,412126,196758,178,0,0
neg,2892,na,26,24,0,0,0,0,0,0,24098,125916,4160,0,0,0,76468,0,0,0,122,542,143654,130312,147222,8332,0,0,0,0,58,36,0,0,0,0,0,0,0,26646,127528,0,1840,3504,924,3654,9944,134244,60,4,0,0,30694,53042,61314,7266,806,254,244,470,84,0,291080,28,28,234,0,76468,1670,131706,15364,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,146680,2892.19,291080,291080,291610,872,0,28736,290520,154174,1209600,2610,0,22,0,136701.12,0,16362.24,na,na,0,0,10682,127570,14260,1296,272,94,0,0,24,46,291080,na,1100,42,4012,2348,13336,131508,1828,0,0,0,32,58,136548,49664,0,24,0,0,138530,170,202,0,0,0,0,0,0,0,0,932,40,12,0,0,2386,434,1740,216,0,0,0,0,1892190,na,na,18612,13990,7274,2860,9154,14176,19280,68828,0,0,0,0
neg,43270,na,226,146,0,0,0,0,0,0,30188,1079604,1455808,205576,11258,0,1365056,0,0,0,0,0,2446618,2138936,504994,249872,0,0,0,0,470,132,0,0,0,0,0,13548,1582758,919654,266474,0,3590,1472,1468,1672,34306,2738762,1164,0,0,0,949892,678814,215452,152984,123544,111418,127214,407264,15852,0,2952418,64,48,728,10,1365056,45164,262372,241716,185780,231500,na,na,na,na,na,na,80460,43270.39,2952418,2952418,2943294,18792,1158,48332,525620,2782434,1209600,79114,0,72,0,2430301.44,0,348040.32,8,396,0,0,0,163482,1192974,1254322,155880,12700,2934,142,132,152,2952418,na,5200,510,15402,230986,105556,1564584,844448,15488,260,0,334,318,2422098,65002,106,2178,0,0,2457918,1916,170,0,0,0,0,0,0,0,0,22910,34550,6920,0,0,125602,20884,37680,14326,0,0,0,0,13270410,1567.36,1334,373314,470434,360276,173932,363544,367338,320746,188702,161430,2718,0,0
neg,11466,na,0,na,0,0,0,0,0,0,11834,279562,380618,80552,0,0,334288,0,102,0,0,0,739658,710648,98158,18982,0,0,0,0,0,0,30260,15944,8286,19322,4080,46210,192098,211790,224576,0,2816,604,1338,2724,341868,403216,0,0,0,0,273038,272980,94382,41810,26822,19950,18148,5436,0,0,837956,70,128,672,6,334288,4250,70624,27130,na,na,na,na,na,na,na,na,96780,11466.99,837956,837956,836218,2837,64764,83198,836440,752566,1209600,0,na,na,na,681163.2,41209.92,27502.08,na,na,0,0,0,65334,363708,292628,27348,2986,552,10,na,14,837956,na,2328,122,476,80860,39612,535114,88690,5352,12,0,na,na,na,na,na,na,na,na,na,500,210,0,0,0,0,0,0,7083520,531532,2384,2352,674,0,0,15202,2552,1532360,190354,0,0,0,0,10466990,na,na,73338,74168,85146,309744,176198,18960,7134,3118,4748,12,0,0
neg,31708,na,238,216,0,0,0,0,0,0,69564,759608,978814,222168,9220,1922,907318,0,0,0,0,0,1796014,1501176,900928,241992,0,0,0,0,702,142,0,0,0,0,0,51490,902914,989414,97478,0,3380,676,1108,112904,1433098,485622,4508,0,0,0,673778,413062,174066,126322,91744,73560,87860,394500,6404,0,2697366,116,230,142,28,907318,28956,753970,142826,177100,670600,na,na,na,na,na,na,47480,31708.16,2697366,2697366,2689386,16141,5326,23808,272480,2041296,1209600,54570,0,74,0,1852805.76,0,185092.8,0,0,0,0,522,272824,550576,893676,307840,12886,2684,288,10,16,2697366,na,4646,434,1114,72772,63460,1474640,406164,17942,124,0,326,526,1609262,42864,0,130138,0,30,1874682,1434,60,0,0,0,0,0,0,0,0,17058,19490,6796,0,0,99678,12892,49860,6780,0,0,0,0,1758160,1230.6,1154,197924,280000,304536,161082,820500,276274,298,66,562,54,0,0
neg,30642,na,0,na,0,0,0,0,0,0,296,125172,1310898,423942,4898,0,961968,0,184,0,0,0,1670834,1509482,235152,139524,0,0,0,0,0,0,0,0,0,0,0,46326,430062,1188206,200612,0,3024,644,546,662,762494,1089658,8176,2,0,0,860688,231144,129258,94882,87410,149054,297786,14984,0,0,1906140,0,342,58,156,961968,25946,94142,139462,143180,1310700,1310700,1310700,1310700,1310700,1310700,1310700,89160,30641.11,1906140,1906140,1898454,12192,490296,68096,693680,1865206,1209600,0,na,na,na,1548806.4,0,312925.44,na,na,0,0,0,16378,402622,1207812,221864,14144,2342,44,na,0,1906140,na,3118,208,51816,247100,170746,1132022,256600,3578,18,0,na,na,na,na,na,na,na,na,na,872,66,0,0,0,0,0,0,0,0,12070,39152,6334,0,0,73682,11832,1097140,651560,0,0,0,0,7657860,na,na,324304,317932,170188,77306,150678,120446,110632,94986,404288,94446,0,0
neg,121112,na,na,na,na,na,0,0,0,30426,2508300,4275738,1253714,41460,0,0,2854646,0,0,na,88368,137920,7410358,6924794,2467926,440784,na,0,0,0,na,na,0,0,0,0,0,0,0,1823718,6285920,0,10352,4336,5692,7446,2359996,5721816,0,0,0,0,1473708,2187300,2546724,1164656,358232,174644,102292,64532,22100,15450,9968722,na,na,na,na,2854646,88278,1640834,824376,254040,271460,280300,283160,344140,312420,347360,281240,62020,121111.25,9968722,9968722,na,33945,na,na,267940,na,1209600,na,na,na,na,7017671.04,0,1084426.56,na,na,0,72,432770,3459412,3226942,811666,138544,36122,4110,0,na,na,9968722,na,12646,2906,739094,571682,910222,5479768,384720,8600,0,0,1080,240,6295096,2484572,800,494,0,0,6445790,na,na,na,na,na,na,na,na,na,na,34384,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1172758,1669594,898580,462394,617366,365452,1106640,1813016,3838,0,na,na
neg,403352,na,3576,0,0,0,0,0,0,0,0,0,0,0,0,0,13473236,1232,0,0,351896,566792,21102684,17401960,6357536,3673148,18,0,0,0,17902,8418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27814552,590,1172,58778,0,13473236,589632,2575730,3770830,275020,284000,312160,258680,281700,289660,289180,269780,303880,403352.24,27814552,27814552,270,0,35548,95770,1170680,0,1209600,980228,0,0,0,22060176,466997.76,4170416.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,27814552,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30584,368,0,0,61990,507920,0,0,0,0,314862,131548,29646,52212536,9637510,898160,191524,524940,255138,23022084,63708,0,0,69335930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,934,na,2130706432,24,0,0,0,0,0,0,98,0,44388,22740,58,0,23992,0,0,0,0,0,66084,58816,10242,4166,0,0,0,0,30,12,0,0,0,0,0,0,28476,29334,9474,0,114,44,62,128,8392,58540,4,0,0,0,43686,19852,3212,440,74,20,0,0,0,0,76350,0,164,28,0,23992,764,3616,6506,na,na,na,na,na,na,na,na,9960,933.8,76350,76350,76934,168,194,7388,75980,67284,1209600,1996,2,2,0,53762.88,0,12979.2,0,0,0,0,0,0,17906,45392,3270,594,122,0,0,12,76350,na,234,16,46,8874,3788,13186,39610,1374,156,0,26,28,54332,27568,0,6,0,8,54842,110,34,0,0,0,0,0,0,0,0,482,548,228,0,0,1382,272,298860,31352,0,0,0,0,0,68.94,78,14050,10082,4254,2990,11322,24360,222,4,0,0,0,0
neg,48526,na,2130706432,110,0,0,0,0,0,0,318,326030,2009462,663994,20296,884,1381680,0,0,0,0,0,2556644,2112846,524070,408838,0,0,0,0,398,214,0,0,0,0,0,48720,1504272,910884,557108,0,1080,432,708,860,14410,3002186,1306,2,0,0,899764,801644,265776,219616,193074,166220,205198,269530,162,0,3080960,6,90,162,6,1381680,47172,279826,240722,210860,198060,na,na,na,na,na,na,110560,48526.84,3080960,3080960,3080680,20413,31640,63170,658020,3020984,1209600,83152,2,26,0,2779752.96,0,239676.48,4,200,0,0,0,24260,845950,1910952,223798,12826,3120,78,52,62,3080960,na,2838,366,67604,104312,109524,2101766,621470,13034,70,0,242,442,1282892,85132,0,60,0,32,2801542,1654,362,0,0,0,0,0,0,0,0,29360,116492,23948,0,0,77372,11922,20865840,2368554,0,0,0,0,8526850,690.9,810,251564,439154,538424,296188,650134,410092,267682,144652,21430,1664,0,0
neg,1486,0,2130706434,14,0,0,0,0,0,0,14166,82964,3370,0,0,0,42150,0,0,0,106,394,102414,94956,17412,2302,0,0,0,0,46,0,0,0,0,0,0,0,0,274,100226,0,420,260,352,1486,1846,81380,14756,0,0,0,65458,26178,5438,1730,636,550,222,212,32,44,120036,16,16,28,0,42150,890,5406,11462,na,na,na,na,na,na,na,na,16540,1486.05,120036,120036,119312,470,0,11664,119000,100938,1209600,2384,2,8,0,74546.88,2256.96,23020.8,8,84,0,0,3646,37942,57034,1592,286,0,0,0,12,48,120036,0,1152,26,1524,2482,11644,82566,1100,6,0,0,16,0,76542,10956,0,0,0,0,76542,296,90,80,2498,0,0,0,0,0,0,872,0,0,0,0,1324,238,184140,18400,0,0,0,0,486060,2.38,178,26818,9540,4828,1982,7450,21084,8932,19866,0,0,0,0
neg,41694,na,188,150,0,0,0,0,0,0,1374,442080,1970378,339076,31870,768,1307858,0,0,0,0,0,2314220,1912748,599046,348668,2,0,0,0,634,176,0,0,0,0,0,173842,2279136,90464,242104,0,3018,2134,4636,244224,1855564,675658,312,0,0,0,1232010,455888,226184,163218,124750,106836,139420,337216,24,0,2913766,256,152,1216,8,1307858,51306,341292,256556,268180,229060,na,na,na,na,na,na,96660,41694.2,2913766,2913766,2916982,18477,1822,45250,488760,2785546,1209600,83574,0,82,0,2421720,0,361829.76,0,0,0,0,0,21534,817544,1607794,314060,20250,4148,216,14,18,2913766,na,4034,558,50114,233680,107946,2008888,363414,16716,196,0,306,468,2057958,200898,52,6004,0,0,2436032,1994,80,0,0,0,0,0,0,0,0,28740,32874,9288,0,0,109960,22740,1739000,184798,0,0,0,0,1694230,1157.74,1156,379816,399126,405272,212524,647040,660432,79724,1500,112,0,0,0
neg,22082,na,2130706446,626,0,0,0,0,0,0,468,114820,1474268,418102,19514,0,830894,0,0,0,0,0,1745640,1487248,339082,216272,0,0,0,0,462,378,0,0,0,0,0,0,1554816,184730,287626,0,5100,2218,2158,3890,127630,1885850,326,0,0,0,1102330,418402,165318,115690,108532,105932,10968,0,0,0,2085144,76,104,296,2,830894,29806,122288,215586,203580,na,na,na,na,na,na,na,131120,22082.74,2085144,2085144,2085900,8358,534,84352,870260,2027172,1209600,75862,2,66,0,1485433.92,0,539816.64,46,646,0,0,0,13864,678588,1064726,250302,16258,3354,80,176,188,2085144,na,3600,422,55580,445944,99444,956020,457282,8816,62,2,650,464,1478770,832,0,19556,0,74,1500532,1670,152,0,0,0,0,0,0,0,0,17652,17994,6048,0,0,71116,12126,6194640,623302,0,0,0,0,0,1067.1,1042,567674,475930,261560,98590,232600,176928,117492,50616,45314,468,0,0
neg,724,0,2130706432,46,0,0,0,0,0,0,17308,35086,39398,274,0,0,27198,0,0,0,608,880,104008,95188,20138,2694,0,0,0,0,68,6,0,0,0,0,0,0,0,34094,57972,0,362,122,188,1080,642,84302,5370,0,0,0,70170,12136,3944,2014,1120,1056,718,448,158,302,124854,12,20,32,0,27198,888,7010,12796,na,na,na,na,na,na,na,na,19180,723.24,124854,124854,123394,332,0,12034,123740,92410,1209600,1998,2,14,0,39572.16,38741.76,12930.24,0,40,0,0,5612,25846,54430,4370,1798,10,0,0,6,70,124854,0,1236,34,1206,24212,17156,46488,1730,4,0,0,120,10,41660,10628,0,0,0,0,41660,272,218,130,38846,0,0,0,0,0,0,964,36,18,38000,9918,1042,202,279500,27950,0,292,0,0,0,3.38,200,53504,7458,3876,1162,3594,6258,4534,11634,46,0,0,0
neg,48668,na,508,484,0,0,0,0,0,0,1014,645090,1874992,500422,23554,1602,1451772,996,0,0,0,0,2776334,2488042,388380,236662,0,0,0,0,1482,254,0,0,0,0,0,0,1349804,1434544,262326,0,2488,280,510,13774,1885456,1141422,2744,0,0,0,684782,829138,344310,312484,284664,219018,182998,186958,2322,0,3165164,706,26,1248,6,1451772,30228,163214,221648,138760,156700,na,na,na,na,na,na,87580,48667.35,3165164,3165164,3140602,21087,3788,70958,740620,3046674,1209600,87042,2,42,0,2711872.32,0,331855.68,0,0,0,0,0,95204,1200106,1353452,372760,21168,3574,410,70,80,3165164,na,4604,626,39886,217660,105838,2160518,506136,11292,114,0,704,836,2662520,267158,0,24786,0,44,2726170,2718,200,0,0,0,0,0,0,0,0,15598,48986,7108,0,0,71010,10306,132340,30156,0,0,0,0,418610,1059.58,1134,351478,498360,450384,227094,450278,399690,241292,141310,257856,28932,0,0
neg,97914,na,2130706432,214,0,0,0,0,0,178,324192,2881132,2229356,318376,9980,268,2472050,0,0,0,7202,12064,5164868,4536872,1068050,522496,0,0,0,0,354,418,0,3848,20530,12518,29704,45876,1411390,1230112,3009504,0,5462,4662,8394,161340,3254212,2321254,8158,0,0,0,1268006,1622122,775144,628016,500546,384600,277430,218152,50314,39152,6241312,566,486,1610,32,2472050,62396,638382,428036,141800,156940,420380,154200,148180,na,na,na,35600,97913.27,6241312,6241312,5940578,37560,21432,11090,179840,5763482,1209600,127532,12,98,0,5082491.52,0,675347.52,0,0,0,0,32454,1393020,2717046,1321824,274986,20510,3626,16,116,120,6241312,na,9814,1040,176406,268218,254700,4305284,722714,25002,296,8,380,1580,4956040,177072,0,47018,0,24,5123120,3442,296,0,0,0,0,0,0,0,0,35448,52680,27634,0,0,94184,21532,18090040,1987020,0,0,0,0,0,2440.46,2556,723740,727740,513634,297038,703342,936690,889662,493918,460550,17168,0,0
neg,10,2,14,12,0,0,0,0,0,0,1112,1538,954,0,0,0,1122,0,0,0,0,0,9370,8062,10296,554,0,0,0,0,0,30,0,0,0,0,0,0,0,780,2824,0,50,6,14,718,264,1576,976,0,0,0,2200,260,100,92,274,98,358,126,20,76,19684,2,4,4,0,1122,86,9172,1116,na,na,na,na,na,na,na,na,10220,10.53,19684,19684,21076,24,0,1930,19600,3620,1209600,254,2,0,0,1445.76,0,1208.64,0,10,0,0,94,1262,1316,912,20,0,0,0,12,16,19684,0,998,12,4,10,300,636,1166,436,42,0,14,96,1686,162,0,0,0,0,1690,14,52,0,0,0,0,0,0,0,0,78,0,0,616,574,94,28,2260,234,8980,8,0,0,0,57.24,22,2288,1000,106,26,32,52,52,48,0,0,0,0
neg,40156,na,156,148,0,0,0,0,0,58,153728,1561476,963280,31488,2168,0,1240848,0,0,0,2046,4800,2337436,1866988,539918,384138,0,0,0,0,466,104,0,0,0,0,0,69488,1129344,1271296,242070,0,6762,5264,5208,63080,1403898,1211612,16370,2,0,2,783048,726250,262864,177472,125926,103380,128520,400028,4710,0,2880360,2288,3760,2172,0,1240848,43588,273718,263478,212740,228900,na,na,na,na,na,na,89940,40156.8,2880360,2880360,2870106,19292,1458,39338,450880,2712198,1209600,98344,2,52,0,2475112.32,0,233586.24,0,0,0,0,18280,444852,1288736,862032,83608,11516,2958,216,204,208,2880360,na,5076,804,25872,107870,66260,1514138,951906,40010,262,0,258,276,2451620,411836,0,32256,0,34,2496942,1864,324,0,0,0,0,0,0,0,0,26558,34178,7258,0,0,119578,16992,92640,15370,0,0,0,0,11094440,1531.74,1672,255524,515326,449714,249048,807052,416650,18128,686,70,0,0,0
neg,268996,na,na,na,na,na,0,0,4126,390978,5345892,9309746,4829318,995118,208766,0,7187740,0,84,na,346524,698394,18436506,16651594,17390980,1857050,na,0,0,0,na,na,0,0,0,0,0,0,16514,4100218,16967212,0,86152,44338,72488,130948,10646514,10103500,4,0,0,0,5932988,5190446,3528930,2914656,1297040,667192,471148,446484,270636,364424,36172644,na,na,na,na,7187740,218838,14044190,3335052,547400,484620,507120,441380,595360,655320,614840,638980,480100,268996.6,36172644,36172644,na,88083,na,na,1076500,na,1209600,na,na,na,na,15326616.96,0,5742696.96,na,na,0,115108,1769232,7124738,7662660,3610758,740386,57830,3182,50,na,na,36172644,na,29534,6654,1375696,3942028,1776764,12364048,1543636,45578,6,0,420,1312,13799622,5254530,818,21438,0,0,14148024,na,na,na,na,na,na,na,na,na,na,118098,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5983934,3978968,1423660,500562,757310,1184624,1068708,6071374,114804,0,na,na
neg,520,na,54,na,0,0,0,0,0,23366,16888,4508,958,0,0,0,10176,0,0,0,12686,19092,24988,30510,14308,2456,2,0,0,0,168,98,0,0,0,0,0,0,0,6958,38762,0,1016,26,62,66,124,44426,0,0,0,0,16912,12054,9896,4562,1252,388,98,334,84,140,52046,6,6,2,0,10176,428,3634,10406,na,na,na,na,na,na,na,na,13920,520.47,52046,52046,53280,202,32,4980,51560,45720,1209600,0,na,na,na,30739.2,753.6,13208.64,0,22,0,3168,35010,5690,896,426,530,0,0,0,na,0,52046,na,1026,18,750,2120,6678,32482,2646,0,0,0,na,na,na,na,na,na,na,na,na,92,32,0,0,0,754,0,0,0,0,662,26,6,0,0,878,110,106520,11378,0,0,0,0,0,68.14,78,15336,6356,3968,1562,6184,6780,4416,1118,0,0,0,0
neg,1360,na,38,34,0,0,0,0,4356,11032,87134,26688,906,0,0,0,30334,0,0,0,20128,30728,97490,101472,31814,5952,14,0,0,0,116,164,0,0,0,0,0,0,0,46340,83776,0,790,1130,2890,8848,51134,65324,0,0,0,0,39914,46356,24700,10836,3746,1692,900,922,684,366,149586,60,96,26,0,30334,1082,12634,18892,na,na,na,na,na,na,na,na,31080,1360.69,149586,149586,148292,500,0,14422,148460,130116,1209600,2376,12,22,0,75093.12,0,54037.44,44,124,1278,10204,78416,33352,5426,934,450,56,0,0,6,10,149586,na,1234,56,552,18284,10434,19556,73364,6472,164,0,44,368,78682,37494,0,2,0,0,78686,238,142,0,0,0,0,0,0,0,0,1290,60,6,0,0,1672,250,215220,21528,0,0,0,0,360710,162.32,160,56334,12562,7494,3414,5982,33380,10030,920,0,0,0,0
pos,1086734,na,na,na,0,0,0,0,0,0,30852,6514980,60480536,11501290,150142,48,30292968,150728,122,na,0,0,56560208,42526336,24636188,12821538,0,0,0,0,0,0,0,0,0,0,0,9836,195734,24315122,54160294,0,145312,138502,146152,139044,23191566,54215812,704588,8,2,0,28646226,13510036,6015268,4470444,4165454,6946892,11099530,3726698,99988,538,81201502,808,1778,2608,3250,30292968,1425534,11792798,12784822,390680,404820,403480,358260,373200,380560,352620,329860,12560,1086733.01,81201502,81201502,80213746,573445,3052318,na,43820,78681570,1209600,0,na,na,na,67056136.32,0,11562346.56,0,0,0,0,0,776778,33511648,38907668,5050354,385434,48232,960,na,0,81201502,na,50484,11414,2840076,6988178,28318676,39379732,1089922,2592,0,0,na,na,na,na,na,na,na,na,na,30426,2228,na,na,na,na,na,na,na,na,862040,1167566,285656,0,0,2583386,426868,46558460,16652020,0,0,0,0,na,22768.28,24862,11866528,17692108,10418606,5879290,12787218,11547080,5935580,1598690,932418,22944,0,0
